quantile,capacity_mw_dc,EW_AgPV_cobenefits_score,Theme_Weighting_Score
0.2,7022.051946210938,0.4776357246568765,0.5121810184837456
0.4,13772.557698793946,0.5436417891681201,0.5700442913847522
0.6,23308.123380732417,0.6002857950201848,0.6514236073068398
0.8,43329.63110761233,0.6845974017885171,0.7195247670921505
0.95,127326.51136294394,0.8371243392336857,0.8306347397445522
