quantile,capacity_mw_dc,EW_AgPV_cobenefits_score,Theme_Weighting_Score
0.2,7022.051946210938,0.48959815662574463,0.5124036664588116
0.4,13772.557698793946,0.5470312810083287,0.5800140003560738
0.6,23308.123380732417,0.602356764416603,0.6488959177393232
0.8,43329.63110761233,0.6867107158781601,0.7147756454779477
0.95,127326.51136294394,0.8291383874522579,0.8253519307420459
